DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB02162,5'-O-(N-Ethyl-Sulfamoyl)Adenosine,,SmallMoleculeDrug,,,17753791,46506758,,,5AS,,,,"",,,,,,16743790,,
DB02163,"2,5-Xylidine",95-78-3,SmallMoleculeDrug,C18993,,7259,46508418,518305,,XYD,,,,"",,,"2,5-Xylidine",,,13869434,,
DB02164,N-Sulfo-Flavin Mononucleotide,,SmallMoleculeDrug,,,5288230,46506833,,,FNS,,,,"",,,,,,4450433,,
DB02165,Zinc Trihydroxide,,SmallMoleculeDrug,,,445443,46506339,,,,,,,"",,,,,,20016302,,
DB02166,Propidium,36015-30-2,SmallMoleculeDrug,,,4939,46506410,51246,,PRM,,,,"",,,Propidium_iodide,,,4770,31904,
DB02167,"N,N-Dimethyl-L-Alanine",,SmallMoleculeDrug,,,5488191,46506531,77042,,LAL,,,,"",,,,,,4589713,,
DB02168,Bromopurine,767-69-1,SmallMoleculeDrug,,,5287830,46506278,,,BP1,,,,"",,,,,,4450126,,
DB02169,"9,10-Deepithio-9,10-Didehydroacanthifolicin",78111-17-8,SmallMoleculeDrug,C01945,,446512,46504468,44658,,OKA,,,,"",,,,,,393845,50110676,
DB02170,"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",,SmallMoleculeDrug,,,5326637,46508489,77321,,MNX,,,,"",,,,,,4484006,11314,
DB02172,"2,5-Dideoxy-2,5-Imino-D-Glucitol",,SmallMoleculeDrug,,,11073745,46507754,,,DIG,,,,"",,,,,,9248894,50375510,
DB02173,Co(III)-(Deuteroporphyrin IX),,SmallMoleculeDrug,,,131704192,46506989,,,DEU,,,,"",,,,,,25059800,,
DB02174,D-Glutamine,5959-95-5,SmallMoleculeDrug,C00819,,145815,46508385,17061,,DGN,,,,"",,,,,,128633,,
DB02175,Malonic acid,141-82-2,SmallMoleculeDrug,C04025,,867,46504875,30794,,MLA,,,,"",,,Malonic_acid,,,844,14673,
DB02176,Mercury Acetate Ion,,SmallMoleculeDrug,,,16685160,46508961,49727,,MAC,,,,"",,,,,,10613521,,
DB02177,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,,SmallMoleculeDrug,,,448317,46504944,,,L08,,,,"",,,,,,395155,,
DB02178,Phenylacetaldehyde,122-78-1,SmallMoleculeDrug,C00601,,998,46505999,16424,,HY1,,,,"",,,Phenylacetaldehyde,,,13876539,,
DB02179,O-Trifluoromethylphenyl Anthranilic Acid,,SmallMoleculeDrug,,,445155,46505673,,,OFL,,,,"",,,,,,392876,,
DB02180,Myristoyl-Coa,3130-72-1,SmallMoleculeDrug,C02593,,11966124,46507714,15532,,MYA,,,,"",,,,,,10140118,,
DB02181,2'-Deoxyguanosine-5'-Triphosphate,2564-35-4,SmallMoleculeDrug,C00286,,65103,46506790,16497,,DGT,,,,"",,,,,,58613,21687,
DB02182,Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe),,SmallMoleculeDrug,,,131704193,46508488,,,HEB,,,,"",,,,,,,,
DB02183,Adenosine-5'-Ditungstate,,SmallMoleculeDrug,,,,46504581,,,ADW,,,,"",,,,,,16743820,,
DB02184,"D-1,4-dithiothreitol",,SmallMoleculeDrug,,,446094,46507674,42170,,DTV,,,,"",,,Dithiothreitol,,,393541,,
DB02185,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",,SmallMoleculeDrug,,,445228,46508130,,,HBO,,,,"",,,,,,392925,,
DB02186,N-Acetyl-D-Galactosamine 6-Sulfate,157296-99-6,SmallMoleculeDrug,C04255,,440271,46506362,44395,,NG6,,,,"",,,,,,389247,,
DB02188,N-Methylmesoporphyrin Containing Copper,,SmallMoleculeDrug,,,5288831,46505158,,,MP1,,,,"",,,,,,22377687,,
DB02189,"2',3'-Dideoxyadenosine-5'-Triphosphate",,SmallMoleculeDrug,,,65304,46506011,,,DDS,,,,"",,,,,,58792,50164644,
DB02190,(S)-oxalosuccinic acid,,SmallMoleculeDrug,,,5496597,46507484,44712,,OXS,,,,"",,,,,,4593408,,
DB02191,"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",,SmallMoleculeDrug,,,11987779,46506737,,,IQZ,,,,"",,,,,,10160256,,
DB02192,Phenylethyl alcohol,60-12-8,SmallMoleculeDrug,C05853,D00192,6054,46506001,49000,,PEL,,,,"",,,Phenethyl_alcohol,,,5830,85807,
DB02194,"8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",,SmallMoleculeDrug,,,5287994,46507421,,,CTZ,,,,"",,,,,,4450243,,
DB02195,"3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine",,SmallMoleculeDrug,,,5288238,46505327,,,FPH,,,,"",,,,,,4450439,,
DB02196,Uridine-Diphosphate-N-Acetylgalactosamine,,SmallMoleculeDrug,,,23700,46508676,67168,,UD2,,,,"",,,,,,22161,,
DB02197,"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",,SmallMoleculeDrug,,,5288527,46504935,,,HDT,,,,"",,,,,,4450680,7657,
DB02198,2-Bromoacetyl Group,79-08-3,SmallMoleculeDrug,,,6227,46504474,,,BXA,,,,"",,,,,,10301338,50119693,
DB02199,"1,3-Dedimethyl-1,3-Divinyl Heme",,SmallMoleculeDrug,,,131704194,46505027,,,HEV,,,,"",,,,,,,,
DB02200,3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonylmethylbenzene,,SmallMoleculeDrug,,,5289560,46507836,,,VS2,,,,"",,,,,,4451498,,
DB02201,Malonate Ion,,SmallMoleculeDrug,C00383,,9084,46506949,15792,,MLI,,,,"",,,,,,8731,50159797,
DB02202,"1,3-Butanediol",107-88-0,SmallMoleculeDrug,,,446973,46505398,52688,,BU2,,,,"",,,"1,3-Butanediol",,,394191,,
DB02203,Acetone Cyanohydrin,75-86-5,SmallMoleculeDrug,C02659,,6406,46505571,15348,,CNH,,,,"",,,,,,6166,,
DB02205,"6-(1,1-Dimethylallyl)-2-(1-Hydroxy-1-Methylethyl)-2,3-Dihydro-7h-Furo[3,2-G]Chromen-7-One",,SmallMoleculeDrug,,,5287846,46505661,,,BRZ,,,,"",,,,,,4450136,,
DB02207,7-Nitroindazole,2942-42-9,SmallMoleculeDrug,,,1893,46504896,,,7NI,,,,"",,,7-Nitroindazole,,,1821,50209245,
DB02209,Pyridoxine phosphate,447-05-2,SmallMoleculeDrug,C00627,,1055,46505900,28803,,PXP,,,,"",,,,,,1026,,
DB02210,"Hexane-1,6-Diol",629-11-8,SmallMoleculeDrug,,,12374,46508366,43078,,HEZ,,,,"",,,,,,13839416,,
DB02211,N-Methyl-N-Propargyl-1(R)-Aminoindan,,SmallMoleculeDrug,,,5289295,46507649,,,RMA,,,,"",,,,,,4451289,11002,
DB02213,Metanitrophenyl-Alpha-D-Galactoside,,SmallMoleculeDrug,,,445328,46506056,,,GAA,,,,"",,,,,,392997,,
DB02214,"6,7-Dioxo-5h-8-Ribitylaminolumazine",,SmallMoleculeDrug,,,447426,46507403,,,RDL,,,,"",,,,,,394536,,
DB02215,Furoyl-Leucine,,SmallMoleculeDrug,,,774282,46505590,,,FLE,,,,"",,,,,,676848,,
DB02216,S-Methylcysteine,1187-84-4,SmallMoleculeDrug,,,24417,46506571,45658,,SMC,,,,"",,,,,,22826,50213729,
DB02217,Dpb-T,,SmallMoleculeDrug,,,5288101,46508258,,,DPB,,,,"",,,,,,4450335,,
DB02218,"N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",,SmallMoleculeDrug,,,444440,46507169,,,AC1,,,,"",,,,,,392373,,
DB02219,3-Cyclohexyl-1-Propylsulfonic Acid,,SmallMoleculeDrug,,,70815,46506121,,,CXS,,,,"",,,,,,63979,,
DB02220,AL7089A,220402-83-5,SmallMoleculeDrug,,,3013848,46507064,,,AL8,,,,"",,,,,,2282420,11936,
DB02221,"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",,SmallMoleculeDrug,,,446241,46505272,,,IOE,,,,"",,,,,,393650,12021,
DB02222,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",,SmallMoleculeDrug,,,5287571,46506418,,,9PP,,,,"",,,,,,4449910,,
DB02223,LY231514 Tetra Glu,,SmallMoleculeDrug,,,131704196,46508632,,,LYB,,,,"",,,,,,,,
DB02224,Taxifolin,480-18-2,SmallMoleculeDrug,C01617,,439533,46508033,17948,,DQH,,,,"",,,Taxifolin,,,388626,212435,
DB02225,"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine","",SmallMoleculeDrug,,,447776,46505514,,,PC5,,,,"",,,,,,394774,,
DB02226,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",,SmallMoleculeDrug,,,5289507,46505020,,,TZ4,,,,"",,,,,,4451459,50377920,
DB02227,"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid",,SmallMoleculeDrug,,,448431,46507050,,,GCT,,,,"",,,,,,395231,,
DB02228,2-deoxy-2-fluoro-β-D-galactose,"",SmallMoleculeDrug,,,7191874,46505606,49145,,2FG,,,,"",,,,,,5528419,,
DB02229,5'-O-[(L-methionyl)-sulphamoyl]adenosine,,SmallMoleculeDrug,,,131704197,46508823,,,MSP,,,,"",,,,,,26328081,,
DB02230,Immucillin-G,,SmallMoleculeDrug,,,444498,46507517,43467,,IMG,,,,"",,,,,,392416,50293086,DNC000791
DB02232,"1,2-Dihydroxybenzene",120-80-9,SmallMoleculeDrug,C15571,,289,46507748,18135,,CAQ,,,,"",,,,,,13837760,26188,
DB02233,6-hydroxy-D-norleucine,,SmallMoleculeDrug,,,5288041,46506578,,,DDO,,,,"",,,,,,4450282,,
DB02234,S-Ethylisothiourea,2986-20-1,SmallMoleculeDrug,,,5139,46508006,,,ITU,,,,"",,,,,,4955,50055281,
DB02235,L-methionine (R)-S-oxide,62697-73-8,SmallMoleculeDrug,C15998,,10062737,46504569,58773,,SME,,,,"",,,,,,8238279,,
DB02236,Glycinamide Ribonucleotide,,SmallMoleculeDrug,C03838,,5459918,46504693,18349,,GAR,,,,"",,,,,,4573646,,
DB02237,Maltotetraose,34612-38-9,SmallMoleculeDrug,C02052,,123966,46506588,28460,,MTT,,,,"",,,,,,110488,,
DB02238,4-(Methylsulfanyl)-2-Oxobutanoic Acid,,SmallMoleculeDrug,C01180,,473,46507979,33574,,KMT,,,,"",,,,,,460,154571,
DB02239,Laevulinic Acid,123-76-2,SmallMoleculeDrug,,,11579,46504792,45630,,SHF,,,,"",,,Laevulinic_Acid,,,11091,82191,
DB02240,Quinacrine mustard,64046-79-3,SmallMoleculeDrug,,,20194,46507946,37595,,QUM,,,,"",,,,,,19021,,
DB02241,"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",,SmallMoleculeDrug,,,5288011,46506413,,,CZH,,,,"",,,,,,4450257,,
DB02242,Cyclohexane Propionic Acid,,SmallMoleculeDrug,,,69702,46506643,,,CXP,,,,"",,,,,,62903,,
DB02243,4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,,SmallMoleculeDrug,,,5288869,46504921,,,MYP,,,,"",,,,,,26328102,,
DB02245,7-Deazaguanine,7355-55-7,SmallMoleculeDrug,C01449,,4470573,46508935,17433,,7DG,,,,"",,,,,,3668976,,
DB02247,Hydrolyzed Cephalothin,,SmallMoleculeDrug,,,5288660,46508343,,,KCP,,,,"",,,,,,4450777,,
DB02248,3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,,SmallMoleculeDrug,,,5287761,46508949,,,BG3,,,,"",,,,,,4450064,,
DB02249,2-Ethoxyethanol,110-80-5,SmallMoleculeDrug,C14687,,8076,46508195,46788,,ETX,,,,"",,,2-Ethoxyethanol,,,13836591,,
DB02251,O-Succinylbenzoate,27415-09-4,SmallMoleculeDrug,C02730,,955,46504874,44788,,OSB,,,,"",,,,,,930,,
DB02252,Iodophenyl,,SmallMoleculeDrug,,,11575,46507103,,,PIH,,,,"",,,,,,11087,,
DB02253,"(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol",,SmallMoleculeDrug,,,5287502,46506703,39930,,3ON,,,,"",,,,,,4449866,,
DB02254,Trifluoro-thiamin phosphate,"",SmallMoleculeDrug,,,4631605,46509144,,,FTP,,,,"",,,,,,3822061,,
DB02255,GM6001,,SmallMoleculeDrug,,,132519,46506673,137236,,GM6,,,,"",,,Ilomastat,,,117009,50062351,
DB02256,2'-Deoxyuridine,951-78-0,SmallMoleculeDrug,C00526,,13712,46506680,16450,,DUR,,,,"",,,,,,13118,,
DB02257,N-Bromoacetyl-Aminoethyl Phosphate,,SmallMoleculeDrug,,,4354,46507274,,,BE1,,,,"",,,,,,4201,,
DB02258,SR11254,,SmallMoleculeDrug,,,9887303,46504531,,,254,,,,"",,,,,,8062976,,
DB02259,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",,SmallMoleculeDrug,,,448661,46507470,,,892,,,,"",,,,,,395392,,
DB02260,4-Oxosebacic Acid,,SmallMoleculeDrug,,,1755,46507437,,,4OX,,,,"",,,,,,1691,,
DB02261,Platelet Activating Factor,74389-68-7,SmallMoleculeDrug,,,108156,46508665,44811,,PFS,,,,"",,,,,,97241,85035,
DB02262,Orotic Acid,65-86-1,SmallMoleculeDrug,C00295,D00055,967,46508903,16742,,ORO,,,,"",,,,,,942,,DNC001065
DB02263,Glyceraldehyde-3-Phosphate,142-10-9,SmallMoleculeDrug,C00118,,439168,46508786,29052,,G3H,,,,"",,,Glyceraldehyde_3-phosphate,,,388314,50420199,
DB02264,O2-Sulfo-Glucuronic Acid,,SmallMoleculeDrug,,,444390,46504842,,,IDS,,,,"",,,,,,392333,,
DB02265,Ethyl-Trimethyl-Silane,3439-38-1,SmallMoleculeDrug,,,137936,46508592,48788,,CEQ,,,,"",,,,,,121584,,
DB02266,Flufenamic Acid,530-78-9,SmallMoleculeDrug,C13038,D01581,3371,46507173,42638,PA166049190,FLF,,,,"",,,,,,3254,17636,
DB02267,Argininosuccinate,,SmallMoleculeDrug,,,448718,46504554,,,AS1,,,,"",,,Argininosuccinate,,,395433,,
DB02268,4-(Acetylamino)-3-Amino Benzoic Acid,"",SmallMoleculeDrug,,,446367,46507425,,,ST3,,,,"",,,,,,393747,5274,
DB02269,[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,,SmallMoleculeDrug,,,446978,46507131,,,IMA,,,,"",,,,,,394195,13894,
DB02270,Dimethylallyl S-Thiolodiphosphate,,SmallMoleculeDrug,,,5288123,46504884,,,DST,,,,"",,,,,,4450353,,
DB02271,S-(2-Oxo)Pentadecylcoa,,SmallMoleculeDrug,,,449362,46504583,,,NHM,,,,"",,,,,,395913,,
DB02272,Porphobilinogen,487-90-1,SmallMoleculeDrug,C00931,,1021,46505854,17381,,PBG,,,,"",,,Porphobilinogen,,,995,,
DB02273,"2,6-Dimethyl-7-Octen-2-Ol",18479-58-8,SmallMoleculeDrug,,,1712076,46507697,,,DHM,,,,"",,,,,,1361565,,
DB02274,7-Keto-8-Aminopelargonic Acid,4707-58-8,SmallMoleculeDrug,,,448124,46507728,,,KAP,,,,"",,,,,,395028,,
DB02275,"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde",,SmallMoleculeDrug,,,17754118,46506199,,,PBI,,,,"",,,,,,16744144,,
DB02276,(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,,SmallMoleculeDrug,,,17754079,46509038,,,MLN,,,,"",,,,,,16744106,,
DB02277,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,,SmallMoleculeDrug,,,446816,46504956,47249,,BMU,,,,"",,,,,,394072,14831,
DB02278,"7,8-Dihydro-7,7-Dimethyl-6-Hydroxypterin",,SmallMoleculeDrug,,,3340355,46508641,,,ROI,,,,"",,,,,,2587098,,
DB02279,Benzoylformic Acid,611-73-4,SmallMoleculeDrug,C02137,,11915,46505242,18280,,173,,,,"",,,,,,11421,50102174,
DB02280,(R)-Mandelic acid,611-71-2,SmallMoleculeDrug,C01983,,11914,46506374,17656,,RMN,,,,"",,,,,,11420,16421,
DB02281,Formycin,6742-12-7,SmallMoleculeDrug,,,447199,46507685,42452,,FMC,,,,"",,,,,,394361,,
DB02282,5'-Deoxy-5'-Methylthioadenosine,,SmallMoleculeDrug,C00170,,439176,46508330,17509,,MTA,,,,"",,,,,,388321,22111,
DB02283,2-Phenylamino-Ethanesulfonic Acid,"",SmallMoleculeDrug,,,446854,46508899,,,171,,,,"",,,,,,394102,,
DB02285,Protoporphyrin,553-12-8,SmallMoleculeDrug,C02191,,4971,46506247,15430,,PP9,,,,"",,,Protoporphyrin_IX,,,10469486,50004784,DNC001154
DB02286,2-Amino-3-(4-Amino-1h-Indol-3-Yl)Propanoic Acid,,SmallMoleculeDrug,,,17753790,46508383,,,4IN,,,,"",,,,,,25057508,,
DB02287,2-(2-Hydroxy-Phenyl)-3h-Benzoimidazole-5-Carboxamidine,,SmallMoleculeDrug,,,5353306,46505811,,,122,,,,"",,,,,,16743765,13937,
DB02288,CRA_9334,"",SmallMoleculeDrug,,,10904076,46504724,,,334,,,,"",,,,,,11452327,14331,
DB02289,2-Aminopropanedioic Acid,1068-84-4,SmallMoleculeDrug,C00872,,100714,46505306,17475,,FGL,,,,"",,,,,,90998,,
DB02290,"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",,SmallMoleculeDrug,,,657025,46508558,,,T5P,,,,"",,,,,,571247,,
DB02293,"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",,SmallMoleculeDrug,,,131704198,46506621,,,L3P,,,,"",,,,,,,,
DB02294,"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",,SmallMoleculeDrug,,,5288483,46507507,,,GTZ,,,,"",,,,,,4450657,,
DB02295,"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",,SmallMoleculeDrug,,,448379,46505307,,,AIK,,,,"",,,,,,395198,,
DB02296,1-Hydroxy-3-Methylbutane,,SmallMoleculeDrug,C07328,,31260,46508883,15837,,,,,,"",,,,,,29000,,
DB02297,2-Amino-6-Chloropyrazine,,SmallMoleculeDrug,,,118458,46505223,,,CIG,,,,"",,,,,,105877,24626,
DB02298,5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,,SmallMoleculeDrug,,,49866701,46504989,,,BG5,,,,"",,,,,,25056582,,
DB02299,Arginineamide,,SmallMoleculeDrug,,,445032,46505098,40477,,AAR,,,,"",,,,,,392789,,
DB02301,"5,10-Methylene-6-Hydrofolic Acid",,SmallMoleculeDrug,,,6323520,46505084,,,TMF,,,,"",,,,,,4883459,,
DB02302,"N3, N4-Dimethylarginine",,SmallMoleculeDrug,,,169148,46506150,61914,,2MR,,,,"",,,,,,147942,,
DB02303,"(5s)-5-Iododihydro-2,4(1h,3h)-Pyrimidinedione",,SmallMoleculeDrug,,,5288605,46505684,,,IDH,,,,"",,,,,,4450733,,
DB02304,Prostaglandin B2,13367-85-6,SmallMoleculeDrug,C05954,,5280881,46507640,28099,,E2P,,,,"",,,,,,4444404,,
DB02305,"4,5-Dehydro-D-Glucuronic Acid",,SmallMoleculeDrug,,,445037,46505976,41893,,GCD,,,,"",,,,,,392792,,
DB02306,Palmitoyl-Linoleoyl Phosphatidylcholine,,SmallMoleculeDrug,,,5287971,46507296,73002,,CPL,,,,"",,,,,,4450224,,
DB02307,N-(1-Carboxy-3-Phenylpropyl)Phenylalanyl-Alpha-Asparagine,,SmallMoleculeDrug,,,448836,46508508,,,HPI,,,,"",,,,,,395515,,
DB02308,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",,SmallMoleculeDrug,,,5288139,46506216,,,DYB,,,,"",,,,,,4450368,,
DB02309,5--Monophosphate-9-Beta-D-Ribofuranosyl Xanthine,,SmallMoleculeDrug,,,6323540,46504859,,,XMP,,,,"",,,,,,16744258,,
DB02310,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",,SmallMoleculeDrug,,,168131,46508662,,,TNP,,,,"",,,,,,147071,,
DB02311,Methyl Methylsulfinylmethyl Sulfide,33577-16-1,SmallMoleculeDrug,,,9543427,46507571,,,DSS,,,,"",,,,,,7822394,,
DB02312,beta-D-galactose 6-phosphate,,SmallMoleculeDrug,,,449526,46508057,41076,,BGP,,,,"",,,,,,396030,,
DB02313,4-{2-(4-Fluoro-Benzyl)-6-Methyl-5-[(5-Methyl-Isoxazole-3-Carbonyl)-Amino]-4-Oxo-Heptanoylamino}-5-(2-Oxo-Pyrrolidin-3-Yl)-Pentanoic Acid Ethyl Ester,,SmallMoleculeDrug,,,6323208,46505563,,,AG7,,,,"",,,,,,4883320,,
DB02314,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,,SmallMoleculeDrug,C00692,,449538,46505208,46143,,UAG,,,,"",,,,,,396037,,
DB02315,Cyclic Guanosine Monophosphate,7665-99-8,SmallMoleculeDrug,C00942,,24316,46508914,16356,,35G,,,,"",,,,,,22734,50369127,
DB02316,"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",,SmallMoleculeDrug,,,11113761,46506154,,,669,,,,"",,,,,,9288894,,
DB02317,Alpha-D-Galactose-1-Phosphate,2255-14-3,SmallMoleculeDrug,C00446,,123912,46508735,17973,,GL1,,,,"",,,,,,110443,,
DB02318,2-deoxy-2-fluoro-alpha-D-mannosyl fluoride,,SmallMoleculeDrug,,,131704200,46508173,,,FMF,,,,"",,,,,,,,
DB02319,"5,6-Dihydroxy-Nadp",,SmallMoleculeDrug,,,447659,46506343,,,NZQ,,,,"",,,,,,394690,,
DB02320,1-N-Acetyl-Beta-D-Glucosamine,,SmallMoleculeDrug,,,445382,46504986,,,NBG,,,,"",,,,,,393033,50240802,
DB02321,"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",,SmallMoleculeDrug,C03539,,440041,46506348,90364,,RHC,,,,"",,,,,,389052,,
DB02322,Heparin Disaccharide I-S,,SmallMoleculeDrug,,,5288499,46507297,,,H1S,,,,"",,,,,,4450669,,
DB02323,EM-1745,,SmallMoleculeDrug,,,446201,46508185,,,HYC,,,,"",,,,,,393620,50179201,
DB02324,5-Iodo-2'-Deoxyuridine-5'-Monophosphate,,SmallMoleculeDrug,,,449489,46504741,,,5IU,,,,"",,,,,,396008,50010242,
DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,"",SmallMoleculeDrug,,,6323374,46505892,,,HMI,,,,"",,,,,,4883388,,
DB02327,Triethylene glycol,112-27-6,SmallMoleculeDrug,,,8172,46508642,44926,,PGE,,,,"",,,Triethylene_glycol,,,13835895,,
DB02328,2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,,SmallMoleculeDrug,,,5288538,46505752,,,HEN,,,,"",,,,,,21395577,,
DB02329,Carbenoxolone,5697-56-3,SmallMoleculeDrug,,,636403,46508820,,,CBO,,,,"",,,Carbenoxolone,,,552190,50247012,DNC000388
DB02331,"(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid",,SmallMoleculeDrug,,,447369,46505150,,,154,,,,"",,,,,,394493,50126669,
DB02332,Flavin-N7 Protonated-Adenine Dinucleotide,,SmallMoleculeDrug,,,131704201,46507048,,,FAE,,,,"",,,,,,25059042,,
DB02333,Deoxyuridine-5'-Triphosphate,,SmallMoleculeDrug,C00460,,65070,46504646,17625,,DUT,,,,"",,,,,,58580,50205416,
DB02334,(R)-2-Hydroxy-3-Sulfopropanoic Acid,,SmallMoleculeDrug,C11537,,443250,46508552,48291,,3SL,,,,"",,,,,,391512,,
DB02335,2-Aminothiazoline,1779-81-3,SmallMoleculeDrug,,,15689,46506807,40889,,ATQ,,,,"",,,,,,14923,50150920,
DB02336,RU83876,,SmallMoleculeDrug,,,447527,46506528,,,876,,,,"",,,,,,394589,14697,
DB02337,S-(D-Carboxybutyl)-L-Homocysteine,,SmallMoleculeDrug,,,446994,46505551,,,CBH,,,,"",,,,,,394210,,
DB02338,Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate,,SmallMoleculeDrug,C00005,,5884,46508520,16474,,NDP,,,,"",,,,,,5673,,
DB02339,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,,SmallMoleculeDrug,,,447560,46506181,,,R19,,,,"",,,,,,394614,50128045,
DB02340,N-Acetyl-Serine,16354-58-8,SmallMoleculeDrug,,,65249,46504512,45441,,SAC,,,,"",,,,,,58744,,
DB02341,"Mdl 101,146",149859-17-6,SmallMoleculeDrug,,,46936357,46506771,,,SEI,,,,"",,,,,,26329702,,
DB02343,"3,6,9,12,15-Pentaoxaheptadecane",4353-28-0,SmallMoleculeDrug,,,78057,46509043,44751,,6JZ,,,,"",,,,,,70436,,
DB02345,Selenocysteine,10236-58-5,SmallMoleculeDrug,C05688,,6326983,46508133,16633,,SEC,,,,"",,,Selenocysteine,,,23436,,
DB02346,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,,SmallMoleculeDrug,,,448657,46507080,,,2OS,,,,"",,,,,,395389,,
DB02347,2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,,SmallMoleculeDrug,,,447249,46507382,,,AT1,,,,"",,,,,,394397,50304093,
